,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Time,FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
6580,338,21.2,88,0.9,1183,19.1,0.0,0.0,0.0,2018-09-01 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6581,260,21.1,87,0.6,1116,18.8,0.0,0.0,0.0,2018-09-01 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6582,362,20.9,87,0.7,1198,18.6,0.0,0.0,0.0,2018-09-01 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6583,511,21.1,81,1.0,1738,17.7,0.14,0.0,0.0,2018-09-01 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6584,812,22.3,64,1.7,2000,15.1,0.75,0.0,0.0,2018-09-01 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6585,925,24.1,56,2.1,1956,14.7,1.46,0.0,0.0,2018-09-01 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6586,861,26.0,54,1.5,2000,15.9,2.13,0.0,0.0,2018-09-01 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6587,981,27.6,47,1.2,2000,15.2,2.63,0.0,0.0,2018-09-01 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6588,1086,28.9,46,1.6,1966,16.1,2.96,0.0,0.0,2018-09-01 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6589,1303,29.4,48,1.9,1942,17.2,2.88,0.0,0.0,2018-09-01 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6590,1371,29.7,42,1.4,2000,15.4,2.37,0.0,0.0,2018-09-01 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6591,1480,30.0,45,0.9,2000,16.7,2.1,0.0,0.0,2018-09-01 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6592,1678,30.5,41,1.4,1930,15.7,1.95,0.0,0.0,2018-09-01 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6593,1845,29.6,42,1.3,2000,15.3,0.98,0.0,0.0,2018-09-01 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6594,1892,28.8,46,1.3,2000,16.0,0.58,0.0,0.0,2018-09-01 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6595,1891,27.8,48,1.1,2000,15.7,0.08,0.0,0.0,2018-09-01 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6596,1440,26.9,49,2.1,2000,15.2,0.0,0.0,0.0,2018-09-01 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6597,1110,26.0,52,1.4,2000,15.3,0.0,0.0,0.0,2018-09-01 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6598,992,25.1,53,2.0,2000,14.8,0.0,0.0,0.0,2018-09-01 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6599,1523,24.4,54,1.6,2000,14.4,0.0,0.0,0.0,2018-09-01 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6600,1336,23.5,56,1.5,2000,14.2,0.0,0.0,0.0,2018-09-02 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6601,930,22.8,59,1.5,2000,14.3,0.0,0.0,0.0,2018-09-02 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6602,610,22.0,60,1.2,2000,13.8,0.0,0.0,0.0,2018-09-02 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6603,440,21.5,61,1.3,2000,13.6,0.0,0.0,0.0,2018-09-02 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6604,255,21.1,62,1.8,2000,13.5,0.0,0.0,0.0,2018-09-02 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6605,179,20.6,65,1.1,2000,13.7,0.0,0.0,0.0,2018-09-02 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6606,249,20.2,66,1.0,2000,13.6,0.0,0.0,0.0,2018-09-02 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6607,388,20.2,65,1.4,2000,13.4,0.16,0.0,0.0,2018-09-02 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6608,576,21.3,57,1.3,2000,12.4,0.81,0.0,0.0,2018-09-02 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6609,721,23.4,52,1.3,1997,12.9,1.53,0.0,0.0,2018-09-02 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6610,802,25.0,47,1.5,2000,12.8,2.17,0.0,0.0,2018-09-02 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6611,940,26.5,44,1.4,1958,13.2,2.62,0.0,0.0,2018-09-02 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6612,1075,27.5,43,1.4,1959,13.7,2.75,0.0,0.0,2018-09-02 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6613,1254,28.5,42,1.7,1990,14.3,2.94,0.0,0.0,2018-09-02 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6614,1395,29.1,43,1.4,2000,15.2,2.39,0.0,0.0,2018-09-02 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6615,1550,29.3,43,1.5,1958,15.4,2.4,0.0,0.0,2018-09-02 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6616,1853,29.3,44,1.4,1997,15.7,1.32,0.0,0.0,2018-09-02 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6617,2069,28.8,47,2.0,1998,16.3,1.0,0.0,0.0,2018-09-02 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6618,2118,27.9,52,1.7,2000,17.1,0.2,0.0,0.0,2018-09-02 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6619,1986,27.3,54,1.5,2000,17.1,0.05,0.0,0.0,2018-09-02 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6620,1838,26.9,56,1.6,2000,17.3,0.0,0.0,0.0,2018-09-02 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6621,1759,26.2,62,2.3,2000,18.3,0.0,0.0,0.0,2018-09-02 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6622,1511,25.7,64,1.1,2000,18.3,0.0,0.0,0.0,2018-09-02 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6623,1047,25.1,65,2.2,2000,18.0,0.0,0.0,0.0,2018-09-02 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6624,763,24.7,67,1.2,2000,18.1,0.0,0.0,0.0,2018-09-03 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6625,524,24.5,68,0.5,2000,18.1,0.0,0.0,0.0,2018-09-03 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6626,321,24.3,68,1.0,2000,18.0,0.0,0.0,0.0,2018-09-03 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6627,211,24.2,70,0.3,2000,18.3,0.0,0.0,0.0,2018-09-03 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6628,153,24.0,70,1.2,2000,18.1,0.0,0.0,0.0,2018-09-03 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6629,264,23.9,70,1.5,2000,18.0,0.0,0.0,0.0,2018-09-03 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6630,656,23.8,71,1.2,2000,18.2,0.0,0.0,0.0,2018-09-03 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6631,1287,23.9,71,0.4,2000,18.3,0.02,0.0,0.0,2018-09-03 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6632,1580,24.2,70,1.4,2000,18.3,0.16,0.0,0.0,2018-09-03 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6633,719,23.6,86,1.2,336,21.1,0.14,2.0,0.0,2018-09-03 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6634,434,23.3,89,0.7,1716,21.3,0.2,0.5,0.0,2018-09-03 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6635,443,23.7,86,0.6,1798,21.2,0.31,0.0,0.0,2018-09-03 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6636,673,23.9,83,1.1,1901,20.8,0.27,0.0,0.0,2018-09-03 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6637,731,24.9,78,1.5,1910,20.7,0.72,0.0,0.0,2018-09-03 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6638,532,25.6,77,0.8,1930,21.2,0.78,0.0,0.0,2018-09-03 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6639,137,25.7,81,0.7,1825,22.1,0.43,0.0,0.0,2018-09-03 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6640,39,25.5,91,1.3,403,23.9,0.23,3.5,0.0,2018-09-03 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6641,23,22.7,96,4.9,452,22.0,0.07,13.0,0.0,2018-09-03 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6642,113,21.9,97,1.8,757,21.3,0.02,13.0,0.0,2018-09-03 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6643,73,21.7,97,0.2,1154,21.1,0.01,1.0,0.0,2018-09-03 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6644,151,21.5,97,0.3,2000,20.9,0.0,0.5,0.0,2018-09-03 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6645,110,21.6,97,0.5,646,21.0,0.0,0.5,0.0,2018-09-03 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6646,379,21.7,97,0.4,440,21.1,0.0,0.5,0.0,2018-09-03 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6647,486,21.7,97,0.8,838,21.1,0.0,0.0,0.0,2018-09-03 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6648,500,21.4,97,0.1,404,20.8,0.0,0.0,0.0,2018-09-04 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6649,486,21.3,97,1.1,570,20.7,0.0,0.0,0.0,2018-09-04 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6650,324,20.9,96,0.4,970,20.2,0.0,0.0,0.0,2018-09-04 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6651,223,20.6,97,0.2,500,20.1,0.0,0.0,0.0,2018-09-04 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6652,186,20.4,97,2.7,704,19.9,0.0,0.0,0.0,2018-09-04 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6653,219,20.2,97,1.2,528,19.7,0.0,0.0,0.0,2018-09-04 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6654,602,20.0,97,0.0,647,19.5,0.0,0.0,0.0,2018-09-04 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6655,1289,20.1,97,1.9,443,19.6,0.03,0.0,0.0,2018-09-04 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6656,2059,20.5,90,1.9,490,18.7,0.53,0.0,0.0,2018-09-04 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6657,1083,21.6,81,2.3,1669,18.1,1.2,0.0,0.0,2018-09-04 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6658,822,23.1,73,3.1,2000,17.9,2.24,0.0,0.0,2018-09-04 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6659,940,24.5,64,2.7,2000,17.2,2.7,0.0,0.0,2018-09-04 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6660,995,25.8,57,2.8,2000,16.6,3.02,0.0,0.0,2018-09-04 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6661,997,26.5,58,2.8,2000,17.5,2.87,0.0,0.0,2018-09-04 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6662,987,27.4,52,3.8,1998,16.6,2.67,0.0,0.0,2018-09-04 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6663,1178,26.7,51,3.4,2000,15.7,2.09,0.0,0.0,2018-09-04 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6664,1429,27.1,47,4.3,2000,14.8,1.82,0.0,0.0,2018-09-04 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6665,1993,27.6,47,3.3,2000,15.2,1.49,0.0,0.0,2018-09-04 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6666,3166,26.8,53,2.6,2000,16.4,0.8,0.0,0.0,2018-09-04 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6667,2491,25.1,49,3.1,2000,13.6,0.18,0.0,0.0,2018-09-04 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6668,2259,23.7,49,3.3,2000,12.3,0.0,0.0,0.0,2018-09-04 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6669,2212,22.9,55,3.0,2000,13.3,0.0,0.0,0.0,2018-09-04 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6670,1856,22.2,58,1.5,2000,13.5,0.0,0.0,0.0,2018-09-04 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6671,1233,21.7,60,0.5,2000,13.5,0.0,0.0,0.0,2018-09-04 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6672,983,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,2018-09-05 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6673,748,20.9,66,1.1,2000,14.3,0.0,0.0,0.0,2018-09-05 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6674,493,20.6,72,0.9,2000,15.3,0.0,0.0,0.0,2018-09-05 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6675,376,20.2,77,0.4,2000,16.0,0.0,0.0,0.0,2018-09-05 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6676,220,19.9,81,0.2,2000,16.5,0.0,0.0,0.0,2018-09-05 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6677,249,19.7,82,0.5,2000,16.5,0.0,0.0,0.0,2018-09-05 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6678,676,19.8,82,0.5,2000,16.6,0.0,0.0,0.0,2018-09-05 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6679,1487,19.8,79,0.9,2000,16.0,0.13,0.0,0.0,2018-09-05 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6680,2312,21.2,69,1.9,2000,15.2,0.74,0.0,0.0,2018-09-05 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6681,1195,23.4,59,3.0,1974,14.9,1.46,0.0,0.0,2018-09-05 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6682,847,25.4,49,3.9,1996,13.9,2.13,0.0,0.0,2018-09-05 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6683,937,26.4,47,2.9,2000,14.1,2.38,0.0,0.0,2018-09-05 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6684,1072,27.1,44,5.0,2000,13.7,2.8,0.0,0.0,2018-09-05 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6685,1039,27.3,46,4.8,1983,14.6,2.92,0.0,0.0,2018-09-05 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6686,989,27.9,42,5.0,1914,13.7,2.79,0.0,0.0,2018-09-05 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6687,1131,28.1,43,5.1,1929,14.3,2.65,0.0,0.0,2018-09-05 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6688,1446,28.2,37,4.0,1987,12.1,2.03,0.0,0.0,2018-09-05 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6689,2068,27.7,40,5.0,2000,12.8,1.51,0.0,0.0,2018-09-05 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6690,3160,27.0,45,2.4,2000,14.0,0.77,0.0,0.0,2018-09-05 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6691,2468,25.4,55,3.2,2000,15.6,0.15,0.0,0.0,2018-09-05 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6692,2177,24.5,64,2.0,2000,17.2,0.0,0.0,0.0,2018-09-05 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6693,2024,23.9,75,2.3,1975,19.1,0.0,0.0,0.0,2018-09-05 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6694,1798,23.6,82,1.8,1673,20.3,0.0,0.0,0.0,2018-09-05 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6695,1219,23.0,83,1.8,1469,19.9,0.0,0.0,0.0,2018-09-05 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6696,963,22.5,83,0.5,1593,19.4,0.0,0.0,0.0,2018-09-06 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6697,743,21.9,85,0.2,1410,19.2,0.0,0.0,0.0,2018-09-06 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6698,531,21.6,86,0.2,1353,19.1,0.0,0.0,0.0,2018-09-06 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6699,320,21.5,85,0.1,1282,18.8,0.0,0.0,0.0,2018-09-06 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6700,215,21.6,87,0.4,951,19.3,0.0,0.0,0.0,2018-09-06 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6701,247,21.7,87,0.6,846,19.4,0.0,0.0,0.0,2018-09-06 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6702,680,21.4,84,0.8,1506,18.5,0.0,0.0,0.0,2018-09-06 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6703,1438,20.9,83,0.4,1388,17.8,0.09,0.0,0.0,2018-09-06 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6704,2270,21.8,77,0.9,1419,17.5,0.43,0.0,0.0,2018-09-06 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6705,1186,23.5,72,0.5,1485,18.1,0.95,0.0,0.0,2018-09-06 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6706,835,24.6,70,1.2,1454,18.7,0.96,0.0,0.0,2018-09-06 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6707,941,25.9,63,2.5,1693,18.3,1.32,0.0,0.0,2018-09-06 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6708,1041,26.9,60,2.3,1592,18.4,1.67,0.0,0.0,2018-09-06 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6709,1049,28.0,52,2.3,1642,17.2,1.85,0.0,0.0,2018-09-06 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6710,1032,27.9,47,3.2,1869,15.5,1.65,0.0,0.0,2018-09-06 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6711,1089,27.8,48,3.0,1880,15.7,0.93,0.0,0.0,2018-09-06 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6712,1292,26.9,55,3.9,1909,17.0,0.54,0.0,0.0,2018-09-06 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6713,1525,26.6,63,3.0,2000,18.9,0.43,0.0,0.0,2018-09-06 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6714,2497,25.8,58,2.9,2000,16.9,0.16,0.0,0.0,2018-09-06 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6715,1990,25.3,71,3.3,2000,19.6,0.05,0.0,0.0,2018-09-06 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6716,1900,25.1,71,3.6,2000,19.4,0.0,0.0,0.0,2018-09-06 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6717,1851,24.6,70,2.5,2000,18.7,0.0,0.0,0.0,2018-09-06 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6718,1641,24.3,71,2.5,1992,18.6,0.0,0.0,0.0,2018-09-06 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6719,562,23.9,71,4.7,1982,18.3,0.0,0.0,0.0,2018-09-06 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6720,556,21.3,82,3.5,1933,18.0,0.0,1.0,0.0,2018-09-07 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6721,345,21.6,77,2.6,1777,17.3,0.0,0.0,0.0,2018-09-07 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6722,259,21.3,76,2.2,1559,16.8,0.0,0.5,0.0,2018-09-07 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6723,259,21.1,75,1.8,1551,16.4,0.0,0.0,0.0,2018-09-07 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6724,185,20.8,66,1.5,1719,14.2,0.0,0.0,0.0,2018-09-07 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6725,247,20.5,67,1.2,1649,14.1,0.0,0.0,0.0,2018-09-07 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6726,624,20.2,70,1.6,1690,14.5,0.0,0.0,0.0,2018-09-07 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6727,1346,20.3,74,1.8,1372,15.5,0.07,0.0,0.0,2018-09-07 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6728,2260,20.5,78,2.5,1250,16.5,0.32,0.0,0.0,2018-09-07 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6729,1194,21.3,63,2.7,1969,13.9,1.15,0.0,0.0,2018-09-07 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6730,896,22.6,58,1.8,1962,13.9,2.02,0.0,0.0,2018-09-07 10:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6731,988,23.8,51,3.5,1970,13.0,2.62,0.0,0.0,2018-09-07 11:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6732,1213,24.2,50,3.8,2000,13.1,2.85,0.0,0.0,2018-09-07 12:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6733,1119,24.3,50,2.9,2000,13.2,2.37,0.0,0.0,2018-09-07 13:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6734,1187,25.2,43,3.2,1981,11.7,2.59,0.0,0.0,2018-09-07 14:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6735,1391,24.7,44,4.2,2000,11.6,1.92,0.0,0.0,2018-09-07 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6736,1577,25.2,39,2.8,1987,10.2,1.65,0.0,0.0,2018-09-07 16:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6737,2183,24.5,37,3.2,2000,8.8,1.04,0.0,0.0,2018-09-07 17:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6738,3154,24.4,34,2.4,2000,7.5,0.84,0.0,0.0,2018-09-07 18:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6739,2365,22.6,39,2.8,2000,7.9,0.14,0.0,0.0,2018-09-07 19:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6740,1959,21.6,43,1.4,2000,8.4,0.0,0.0,0.0,2018-09-07 20:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6741,1915,20.6,48,2.1,2000,9.1,0.0,0.0,0.0,2018-09-07 21:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6742,1796,19.8,51,1.2,2000,9.3,0.0,0.0,0.0,2018-09-07 22:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6743,1363,19.4,50,2.8,2000,8.6,0.0,0.0,0.0,2018-09-07 23:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6744,1107,19.2,53,3.7,2000,9.3,0.0,0.0,0.0,2018-09-08 00:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6745,1001,18.9,55,2.3,2000,9.6,0.0,0.0,0.0,2018-09-08 01:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6746,692,18.5,57,2.3,2000,9.8,0.0,0.0,0.0,2018-09-08 02:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6747,504,17.8,60,0.2,2000,9.9,0.0,0.0,0.0,2018-09-08 03:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6748,285,17.2,66,0.6,2000,10.7,0.0,0.0,0.0,2018-09-08 04:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6749,227,16.7,70,0.8,2000,11.1,0.0,0.0,0.0,2018-09-08 05:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6750,322,16.2,70,0.3,2000,10.7,0.0,0.0,0.0,2018-09-08 06:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6751,511,16.0,70,1.1,2000,10.5,0.11,0.0,0.0,2018-09-08 07:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6752,827,17.1,57,1.0,1979,8.5,0.76,0.0,0.0,2018-09-08 08:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6753,956,19.9,51,0.6,1906,9.4,1.46,0.0,0.0,2018-09-08 09:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
